번호,가게명,가게주소,가게시작시간,가게종료시간,가게전화번호,메인이미지URL,서브이미지1URL,서브이미지2URL,서브이미지3URL
34,두눈,"서울 강북구 솔매로 131 1, 2층 (우)01133",11:00,23:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE82B5E017E284A30830E49B571E9AD3A,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F6E266121CFA244B3B803B99AFA06AC6D,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F849cd745cd7032cf152b811f77ca329f089ed431%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F32dd69def86f0c2e02f914f63dff0ede3d42f5f4%3Foriginal
35,엔제리너스 수유역점,서울 강북구 도봉로 333 (우)01073,00:00,24:00,02-994-8556,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6A01143F94124474A775FEBB584C91A0,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F42c93d2bd94e26c7102c84960df1ae8b88780791%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa57769b5c38564304504899083cba4e5158eb538%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F64d2838ef8a627ff134459fba1f8b4b134530b84%3Foriginal
36,투썸플레이스 강북구청점,서울 강북구 한천로 1035 1층 (우)01074,08:00,24:00,02-6953-9227,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEBD45D7A0489450780EDB2C658B241DC,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F8ca16c433b2f101f59e78accdeccb79877b81d3a%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F715fe2e0c6da4a2df971c9f39a507400296fcf65%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF5F2D76D1B2A4A04956090DA3D169947
37,카페다담,서울 강북구 덕릉로 64 2층 (우)01112,10:00,23:00,010-9476-2098,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAAE24837E22746E6BDB44B7BF5EE76DF,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F1b1dbf90e623b28dfca9187b15f09e09b62bb0cd%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F40a707ecb1f9a455ab07ee866a0ddaa0ceffdde0%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe7af4fd23333cdb7562335991a1d2b8b8cb84a7b%3Foriginal
38,투썸플레이스 북한산우이역점,서울 강북구 삼양로 685 B동 (우)01002,08:00,21:00,02-993-9173,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF0F63484C7DF42BFB64FE68562C340C8,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBC544A15E881482283154FAD571B0C38,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAzMjZfMjIg%2FMDAxNzExNDYzMjY1ODc1.TdMksDdzYTgLNJTOcqAGqbkCAnFJkZXrAmtSsZgh5d4g.Bk_EA_lQ7Qn_nYSdJdJMcc96AHtQlzE5qu5iEdVVoa4g.JPEG%2FIMG_3035.jpg%3Ftype%3Dw580%26jopt%3D2,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAzMjZfMTAy%2FMDAxNzExNDYzMjY1Mjkx.dbYnjKOUNUu1qtfx4fflFL88E9Lf9sRDTjwyMxDiVfEg.jd5kvaXZiuCKvab3xb4eLww67YsNNtf7u2HcJEbw_sIg.JPEG%2FIMG_2985.jpg%3Ftype%3Dw580%26jopt%3D2
39,엔제리너스 미아삼거리역점,서울 강북구 도봉로10나길 4 (우)01219,08:00,24:00,02-987-0047,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE4D4EF43215544EB907D1346AB2A9C80,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc2ae6e200304383671b5eca23894285d944a7ab2%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F19a90d8c494283397bdf2439ac576b565c7aa5f71640192462fe3ea6883c88bf,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F227CF74855AF01D839
40,제이스파크,서울 강북구 4.19로 93 (우)01016,11:00,23:00,02-990-3355,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F9aabd4ca4927de61c81e2ffb096d41c29aa1eae1%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fccdd634f9f606ee7fc19260ea2ccc0569fa39947%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fdb5e96a61d07cd3b437d084effa56ea22f2f7b5c%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMTExMTBfMjI4%2FMDAxNjM2NTU0OTI0MDU5.XiyzHXbwWDXcfmuaTfFku-elN0kESHP6a77_N7IXgwog.MLWcoaTvOSepJUc6UDN_jOJHwIBM8Lr2UVGg9Knyftcg.JPEG.tlsgmlfk%2FKakaoTalk_20211110_231418522_15.jpg%3Ftype%3Dw966
41,투썸플레이스 4.19사거리점,서울 강북구 삼양로 513 1층 (우)01011,00:00,24:00,02-991-7053,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC51389DF605242C5A592631E90FD472F,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F8295f0b705f32a7b37c013fb3d762c1fe5df3407%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBC544A15E881482283154FAD571B0C38,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA1MjRfMTU5%2FMDAxNzE2NTI5NTY4OTU0.S4ej6NHML7yDZy5bePAxgGoYUKnZIgRIPM5_IRj-S0Yg.Y7uMH1ovdxOvfLnje72D5PoeLMVU6KgbfTolp7ZLTEwg.JPEG%2FIMG_1566.jpg%3Ftype%3Dw966
42,커피빈 강북구청앞점,"서울 강북구 한천로139길 25 1,2층 (우)01074",08:00,22:00,02-994-8878,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F28A17E8EE6C245728DD7E225C7D9A0EB,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F65f4f9647bbaa746f962f6a26e15007d866ee005%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0C24A368BC6A4FF58F25EBC685CEFF32,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA3MTRfMjk3%2FMDAxNzIwOTU5MDI4MjI1.ZFkg4XYKaCoT1eZCc_liR2XVoMmfDbJlszB_3xBTxhog.IQ6SfjoF3zvaoQ6XN9bia5DHo06xOJcm5RVyrlkrKDMg.JPEG%2F8.jpg%3Ftype%3Dw966
43,칩멍크,서울 강북구 삼양로98길 7 1층 (우)01075,11:00,20:00,010-7977-9289,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3D96BDE03EA440DEA5205B878407CA72,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F108927842EF344B9AF6D802EDABAE428
44,디저트카페낙타,서울 강북구 4.19로 53 1층 (우)01014,"",11:00,010-2442-6677,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F750FC43004B14F46B20CB77E8EA7C5A6,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fdca758c47780e9f17000cdd859be4682636b5258%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0e2b19d61024c0e32b118d3206edcc06ce6f2347%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0f19f8358b6a7d90b3d5c5fb7843eac3732fc3ba%3Foriginal
45,벤투라커피로스터스,서울 강북구 도봉로10다길 7-1 (우)01216,11:00,23:00,070-8225-8075,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F47BCC1AA4C824D08BA1D5829AEC6D845,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2a0e05c35480f4d75fd1fb3bf518672a5ff27201%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fee5969ec0b46d475055201d7f5736313cdca5383%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F917bae6b2f7b23e00f3c93efb8257b5a842d2004%3Foriginal
46,오동커피,서울 강북구 오현로21길 132 1층 (우)01148,"",10:00,0507-1352-9372,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F85DD6EC846A14BABB9B7E7E0D8A4D9AD,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F320EA6973156463FBE023A3CDA554F34,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FE2EC6B5FAF534E2AB20158B5F7DA6273
47,드롭바이드롭,서울 강북구 도봉로68길 33 (우)01132,"",08:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F1f990be1361e6dd25c4fe20ced6d191c7594d0ac%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F17f08634cd89df2bec448a236cb7976c1695cc78%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F452cf5ee39a36d181d58a2dd1e43a78dfdfe6050%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F771f20420849aeb29ec541a2d41e2f3efe5b2da1%3Foriginal
48,메가MGC커피 우이동점,"서울 강북구 삼양로149길 10 다우에코빌 1, 2층 (우)01006",08:00,22:00,02-990-2476,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F76E9B4626DC34C3A953546EC353CBF81,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA1MDJfMjM2%2FMDAxNzE0NjM5MTY4ODIx.DcGJFiaht7aUSmfFIA8RO08Bp2UUXMDSm_PPOdldYIQg.QnDIFVvM1PN9QOHeHwjaTo-49Hpds8-YNk1rB53N_zAg.JPEG%2FSE-1E61EBAD-3CF7-4CEB-B68E-839A24147D60.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA1MDJfMTgg%2FMDAxNzE0NjM1MjE1Mjcw.-6VplFJsLLsD0SexNRD1mxJEOj4L4hMJDtg0D0XEZc4g.7Fi4o6L0CckdyyP0nzjhSW69rhqGwS72aZqdX8G5z5kg.JPEG%2FIMG_1348.JPG%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA1MDJfNzUg%2FMDAxNzE0NjM1MjE1NjQ4.0fvjFnyvt8nNTaI6mU94Z8OVI3SyUNTwAUArd5wLAs0g.LRDKup3j4bz_4eO5M_tFDZ1RyS4To2Tdcjf0HtLpoUkg.JPEG%2FIMG_1340.JPG%3Ftype%3Dw966
49,꿈냥꿈냥,서울 강북구 한천로139길 42 영남빌딩 2층 202호 (우)01072,13:00,20:00,010-4204-5085,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F407075E15BA148E583F87BCD8C6D296D,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAzMTJfMTI1%2FMDAxNzEwMTc1MTQ4NzMz.m-1T6_msyq3OUjljAHsyRDAjULnCMstu0TR_CJyamRMg.28MKuepvS1CiQ0eNMIchggvIgKVNJ9PIZA2lmreG2fsg.JPEG%2F1710174201205.jpg%3Ftype%3Dw386,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAzMTJfODAg%2FMDAxNzEwMTc1MTQ3MTQ0.Y-sqrI7o5AdTNEdea98SAmjVqVO45ipdjxkvcryfWXUg.qkrRcZXJxi9RdF4yHxPo50sBbXnfu8y-jiacvhNnTawg.JPEG%2F1710174200671.jpg%3Ftype%3Dw386,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAzMTJfMTI3%2FMDAxNzEwMTc0OTU5NjA2.L6zOyqZ5lxo0FAwLtMZUiZdprFd1QbZo3JlMq5hI3wIg.-76NqpuHyKX7K7rZEk0sxXEgKnqNnpkqCy3PQy9FNpMg.JPEG%2F20240311%25EF%25BC%25BF142834.jpg%3Ftype%3Dw386
50,이디야커피 북한산점,서울 강북구 4.19로 85 1층 (우)01015,"",10:00,02-998-5383,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA47D32F3C6B541C7AEEF2A8AED78AC24,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3c2382cff27d0e80528a6d13b3171d6ace3acbb7%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F276EC348552340C412,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA5MTJfMTMx%2FMDAxNjk0NTI0MTkwOTg5.-IHPrbqMno2nucY2lSksURB5StnRhLQGTNUlBweDQN4g.2SDA9QAZaynZld6vXN_FNZkkmUX312SoLFx_IXDkkYUg.JPEG.javin1004%2F20230910%25EF%25BC%25BF204430.jpg%3Ftype%3Dw773
51,탐앤탐스 덕성여대점,서울 강북구 삼양로 547 1~3층 (우)01009,00:00,24:00,02-900-2785,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEED6075CBC4240C38FB237A6E9CFCEEF,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fec3268e8990f2570c517812fb8a3a7cd2881edd9%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc94d5936b237b7d0904408a613151d68615e2ae7%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0ba6dd1be8484cbad7642f5926b4520711249d9d%3Foriginal
52,메가MGC커피 수유역점,서울 강북구 오패산로 413 1층 (우)01062,09:00,22:00,02-992-2089,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB42CCBDE9AD446FA93FC266223620E54,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb18ab6819f5f2a8039215d19c00e935ab591a06a%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEwMTdfMjY5%2FMDAxNjk3NTQ1NTQ4NzM5.H_6fc-79gsZ0Y5mZyWyEyjmH2Dyfwk5Ww7yLXdCqx5Qg.OJZOcyGPYxsGoCV8mWWVGh7X8jcNB0nIQKEbzVxk2lIg.JPEG.young6183%2F20231017%25EF%25BC%25BF124939.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEwMTdfMTk0%2FMDAxNjk3NTQ1NTQ4Njc2.jnQV9tTr1D7veTxsqKY-BBc7DZS1ftlQkva85EUVAngg.M77KcxU0qSL28VYOyMw0LRgGJVG-LL6EYqrGPlUEeGcg.JPEG.young6183%2F20231017%25EF%25BC%25BF124657.jpg%3Ftype%3Dw966
53,선데이베이글,서울 강북구 한천로143길 12 1층 (우)01070,"",11:00,02-905-5666,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe850045de99739234dbe8308b5bd0b41b674374b%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F972efd806c8226b43a2b2a83015499e8f63ac00b%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3e17bafc226acc3215419ca925b1338fc80f48ed%3Foriginal
54,수유342,서울 강북구 삼양로113길 17 1층 (우)01033,11:00,18:00,02-908-3422,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FA62D27A993EA4A22AC762EEB32BD49D1,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F62583F7076FB4B698A31CB58F3ECAADE,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB8653760DF5A44CCAEBEB8F34F716141,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FAFD956E36388464C9233DBDD3B0A8CB0
55,산수유 북카페,서울 강북구 인수봉로23길 56-7 (우)01096,"",10:00,070-4192-1721,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F4BFB021F89404616B7501E788F82FD68,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F9726C18077DD45B8998BF0B8C2C3C9FF,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FBB6D8A041D6A4D76ACAC054718C32D4C
56,요거트아이스크림의정석 미아점,서울 강북구 솔매로44길 11 1층 (우)01170,13:00,03:00,02-6449-9995,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1451EBF821D5425D91126E554ACA1F47,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6368C0A54FC443BFAE318B0519FF6381,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9465C8715DD7408B968614131AFB2B92,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49F9DE12F8AF4246BB326D8082DE8358
57,탐앤탐스 수유역점,서울 강북구 오패산로 416 2-3층 (우)01063,00:00,24:00,02-999-4565,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDD53C079250249428614DB0FE1FF1CAF,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1528D01E4B88A390B9,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjAzMDNfMTMw%2FMDAxNjQ2Mjg2MzYyMTcx.BwxZLKpZnnLSdd6vPDamADtmdx9E7pPM6HsgT1-g_uUg.-wLZ6b2J11E32pjDVD4ZVOUAp6DW0qAOXegOV2F9C1Ag.JPEG.inaway_%2FIMG_5324.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAxMjVfNTkg%2FMDAxNzA2MTU5OTY1NzM0.K5L6WG-0vpFNwB5MRk8JKvFGdEo0uYH02AglnTsj7u4g.ggiJJjO-mbM53LRJocnZ5Nq-4BRV6V29Ka9-KKAVl38g.JPEG.sujin9377%2F%25EC%25A0%259C%25EB%25AA%25A9_%25EC%2597%2586%25EB%258A%2594_%25EC%2595%2584%25ED%258A%25B8%25EC%259B%258C%25ED%2581%25AC_2.jpg%3Ftype%3Dw773
58,메가MGC커피 미아역점,서울 강북구 도봉로 201-2 1층 (우)01126,09:00,22:00,02-988-9729,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F5B133E27BDCD4ACEA386FB80ED80D1D2,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F45D8DD10C427445F84BD090F9475803E,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F3ECD0E2279CE414F86E48A37E6F5D591,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9591A7FB35BC450AA00CF1EDB006F884
59,메가MGC커피 수유점,서울 강북구 도봉로 379 1층 (우)01054,08:30,21:30,02-996-7103,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8D09B6D0FFE1460BA65C1EA0D61548A2,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1E99B99AC389497CB69700762D4D4045,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0A60E2D3DD93428E8A89C3F7D4107232,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD12CDA166F0846A2ADC2BA54C613FA5C
